Model Outputs
100
,,RGQ:CentreOfMass,,,RGQ:CentreOfMassFloor,,,RGQ:HED,,,,,,,,,RGQ:LAbsAnkleAngle,,,RGQ:LAnkleAngles,,,RGQ:LCL,,,,,,,,,RGQ:LElbowAngles,,,RGQ:LFE,,,,,,,,,RGQ:LFO,,,,,,,,,RGQ:LFootProgressAngles,,,RGQ:LHN,,,,,,,,,RGQ:LHU,,,,,,,,,RGQ:LHeadAngles,,,RGQ:LHipAngles,,,RGQ:LKneeAngles,,,RGQ:LNeckAngles,,,RGQ:LPelvisAngles,,,RGQ:LRA,,,,,,,,,RGQ:LShoulderAngles,,,RGQ:LSpineAngles,,,RGQ:LTI,,,,,,,,,RGQ:LTO,,,,,,,,,RGQ:LThoraxAngles,,,RGQ:LWristAngles,,,RGQ:PEL,,,,,,,,,RGQ:RAbsAnkleAngle,,,RGQ:RAnkleAngles,,,RGQ:RCL,,,,,,,,,RGQ:RElbowAngles,,,RGQ:RFE,,,,,,,,,RGQ:RFO,,,,,,,,,RGQ:RFootProgressAngles,,,RGQ:RHN,,,,,,,,,RGQ:RHU,,,,,,,,,RGQ:RHeadAngles,,,RGQ:RHipAngles,,,RGQ:RKneeAngles,,,RGQ:RNeckAngles,,,RGQ:RPelvisAngles,,,RGQ:RRA,,,,,,,,,RGQ:RShoulderAngles,,,RGQ:RSpineAngles,,,RGQ:RTI,,,,,,,,,RGQ:RTO,,,,,,,,,RGQ:RThoraxAngles,,,RGQ:RWristAngles,,,RGQ:TRX,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
236,0,176.936,1333.3,1414.72,176.936,1333.3,0,10.4842,-23.8276,74.7507,162.917,1158.57,1936.04,209.152,209.152,209.152,-41.9637,0,0,-45.0283,1.06266,19.0629,35.0692,74.2741,125.746,38.9205,1140.54,1733.65,204.662,204.662,204.662,64.9867,7.95139e-016,-3.61311e-012,4.58512,23.0858,113.942,124.379,1276.52,871.484,442.108,442.108,442.109,21.7737,-35.8753,112.845,174.389,1265.03,310.384,234.558,234.558,234.558,-35.2116,27.175,0.100117,60.4875,-124.235,111.922,-130.036,1581.46,1512.95,163.986,163.986,163.986,17.3433,-78.6342,251.792,-47.5225,1198.83,1520.75,237.058,237.058,237.058,21.5844,-11.1923,11.9079,-5.04569,-26.6005,-4.6627,7.88289,19.7484,-4.52977,-8.941,2.91025,-43.4261,-0.11896,-9.24243,-22.9778,-88.2121,-142.584,162.109,-64.201,1435.17,1478.96,223.741,223.741,223.74,15.0764,23.6861,32.3733,-12.8988,3.89636,4.80295,-15.3506,8.85511,122.839,180.707,1185.78,458.322,407.53,407.53,407.53,21.7737,-35.8752,112.845,174.526,1310.11,246.504,78.1861,78.1861,78.1861,-13.4043,-6.39283,-30.037,13.4011,26.8082,98.7796,-9.03155,-6.14868,112.686,190.203,1368.88,1281.35,82.3654,82.3653,82.3654,4.59911,0,0,4.76192,-0.269912,-15.0093,-52.13,-80.5611,37.564,341.056,1249.31,1835.26,179.321,179.32,179.321,25.2746,-1.59028e-015,-3.44772e-012,21.065,-63.1561,90.637,288.556,1702.21,1049.63,437.501,437.501,437.5,37.3832,-53.1874,77.045,349.144,1582.18,610.312,234.171,234.172,234.171,-59.0234,-1.41131,-10.4678,156.136,1.4568,-46.5325,409.132,1502.97,2479.9,201.889,201.889,201.889,139.479,60.2044,-21.2722,359.107,1395.27,2080.64,286.077,286.077,286.077,21.5844,11.1923,-11.9079,49.1062,-31.1219,-2.60335,92.5128,17.612,23.3425,-8.941,-2.91025,43.4261,-0.11896,9.24243,22.9778,147.739,69.9879,10.2424,301.585,1445.16,2319.11,232.811,232.811,232.811,32.039,146.223,-98.8176,-12.8988,-3.89636,-4.80295,-29.0477,28.1332,91.5692,303.582,1452.08,705.75,406.282,406.282,406.281,37.3832,-53.1874,77.0451,363.326,1648,570.806,78.0571,78.0571,78.0572,-13.4043,6.39283,30.037,-38.5443,27.5685,34.1024,90.8047,155.036,23.3018,163.95,1275.05,1823.99,191.991,191.991,191.991
237,0,176.685,1344.94,1418.63,176.685,1344.94,0,10.0965,-23.6607,75.0839,163.466,1169.97,1941.87,209.152,209.152,209.152,-41.316,0,0,-44.1394,1.04353,18.5537,34.7573,74.4849,126.557,40.8531,1150.24,1738.67,204.842,204.842,204.842,63.5545,-7.95139e-016,4.12518e-012,4.55978,23.4423,114.957,123.733,1287.38,877.755,441.909,441.909,441.909,24.1548,-36.082,114.179,169.66,1283.79,317.69,234.558,234.558,234.559,-36.2106,28.2022,-1.89854,61.6437,-121.541,115.849,-139.229,1584.04,1498.86,163.893,163.893,163.893,19.1991,-76.6394,253.397,-45.3226,1203.87,1523.62,237.806,237.806,237.806,21.2202,-11.2362,11.6277,-4.57606,-26.5841,-4.87783,7.33039,20.2597,-5.28695,-8.24732,3.2512,-43.7281,0.33007,-9.23949,-23.7578,-86.2079,-142.94,165.997,-68.2722,1438.67,1472.49,224.499,224.499,224.499,13.8585,24.0466,32.2894,-13.6081,4.35821,4.53326,-15.0819,8.20378,124.591,181.414,1202.25,464.042,407.089,407.089,407.089,24.1548,-36.0819,114.179,167.069,1329.95,254.64,78.1861,78.1861,78.1861,-13.7721,-6.29985,-30.7279,12.7309,26.9099,98.0527,-9.38331,-5.65577,113.5,189.394,1381.68,1287.01,82.3653,82.3653,82.3653,2.66233,0,0,2.76358,-0.306427,-15.5531,-51.4912,-81.0161,37.5862,341.697,1261.93,1841.03,179.55,179.55,179.55,25.1004,6.36111e-015,2.71619e-012,19.9021,-61.398,92.0811,285.531,1707.39,1042.4,438.107,438.107,438.107,37.2915,-52.8373,78.4232,350.625,1596.07,596.081,234.172,234.172,234.171,-58.6026,-2.33515,-9.72399,159.093,0.234214,-42.6891,399.692,1504.85,2495.53,202.925,202.925,202.925,138.893,62.4706,-20.9673,357.071,1406.02,2086.84,285.333,285.333,285.333,21.2202,11.2362,-11.6277,47.3528,-30.7726,-3.18364,88.7926,18.1585,22.9967,-8.24732,-3.2512,43.7281,0.33007,9.23949,23.7578,147.29,72.2859,10.2108,299.977,1453.06,2326.55,233.311,233.311,233.311,32.0287,146.412,-99.9497,-13.6081,-4.35821,-4.53326,-28.4539,26.746,93.3097,306.918,1466.07,692.536,406.34,406.34,406.34,37.2915,-52.8373,78.4232,363.809,1661.74,556.001,78.0572,78.0572,78.0572,-13.7721,6.29985,30.7279,-34.0925,27.9257,38.5059,89.9389,155.673,23.7638,164.158,1286.19,1829.64,192.196,192.196,192.196
238,0,176.391,1356.55,1421.57,176.391,1356.55,0,9.76712,-23.5269,75.4735,164.117,1181.4,1946.64,209.152,209.152,209.152,-40.8935,0,0,-43.5932,1.0341,18.3015,34.4235,74.717,127.359,42.8243,1160.02,1742.73,205.01,205.01,205.01,62.1072,0,-1.3581e-012,4.59151,23.7547,116.079,122.98,1298.54,882.93,441.669,441.669,441.669,26.0618,-36.2771,115.584,165.511,1301.87,323.68,234.558,234.558,234.558,-36.9531,29.3416,-3.59438,62.885,-118.833,119.734,-148.278,1585.55,1484.01,163.807,163.807,163.807,21.0958,-74.6514,254.924,-43.0912,1209.07,1525.57,238.634,238.635,238.634,20.9218,-11.2586,11.2826,-4.06634,-26.5682,-5.13943,6.89319,20.712,-5.98938,-7.62942,3.56216,-43.9901,0.742159,-9.25049,-24.5832,-84.0653,-143.172,169.922,-72.1085,1441.77,1465.11,225.215,225.215,225.215,12.7008,24.4071,32.2426,-14.2682,4.79085,4.2432,-14.8153,7.60009,126.399,181.769,1218.77,468.719,406.685,406.686,406.686,26.0618,-36.2772,115.584,160.609,1348.78,261.323,78.186,78.1861,78.1861,-14.1172,-6.19718,-31.4352,12.0597,27.1279,97.2683,-9.72373,-5.19883,114.354,188.474,1394.36,1291.62,82.3654,82.3653,82.3653,0.651705,0,0,0.676403,-0.304941,-15.5311,-50.8477,-81.4332,37.6666,342.275,1274.73,1845.69,179.733,179.732,179.733,24.9197,0,2.82115e-012,18.7194,-59.6899,93.5376,282.52,1712.02,1034.71,438.585,438.585,438.585,37.3581,-52.4422,80.0522,351.695,1610.64,581.235,234.171,234.171,234.172,-58.215,-3.4243,-8.74869,161.964,-1.075,-38.6561,389.773,1507.05,2509.59,203.865,203.865,203.865,138.383,64.4949,-20.6677,355.31,1416.95,2092.03,284.743,284.743,284.743,20.9218,11.2586,-11.2826,45.5948,-30.4343,-3.73875,84.951,18.6596,22.2523,-7.62942,-3.56216,43.9901,0.742159,9.25049,24.5832,146.887,74.3257,10.1823,298.67,1461.42,2333.02,233.913,233.912,233.913,31.9525,146.561,-100.866,-14.2682,-4.79085,-4.2432,-27.8592,25.114,94.7902,310.466,1480.57,678.666,406.365,406.365,406.364,37.358,-52.4422,80.0522,363.567,1676.22,540.598,78.0572,78.0572,78.0571,-14.1172,6.19718,31.4352,-29.6408,27.8009,42.8218,89.0398,156.316,24.1915,164.346,1297.43,1834.28,192.371,192.371,192.371
239,0,176.063,1368.13,1423.54,176.063,1368.13,0,9.50495,-23.4279,75.9163,164.877,1192.88,1950.32,209.152,209.152,209.152,-40.6784,0,0,-43.3525,1.03358,18.2877,34.0541,74.9792,128.154,44.8522,1169.88,1745.81,205.157,205.157,205.157,60.6449,0,4.30647e-012,4.66438,24.01,117.264,122.193,1310.04,886.996,441.385,441.385,441.385,27.5187,-36.4805,117,161.929,1319.39,328.311,234.558,234.558,234.558,-37.4783,30.5435,-4.97708,64.1966,-116.084,123.586,-157.108,1586.05,1468.41,163.73,163.73,163.73,23.0403,-72.6863,256.363,-40.8351,1214.43,1526.6,239.537,239.537,239.537,20.6964,-11.2561,10.8754,-3.55007,-26.5496,-5.41469,6.55654,21.0826,-6.63167,-7.09938,3.83332,-44.2289,1.08747,-9.27144,-25.4448,-81.7713,-143.27,173.876,-75.6983,1444.47,1456.86,225.893,225.893,225.893,11.6195,24.769,32.2431,-14.8441,5.18471,3.96128,-14.5422,7.05562,128.208,181.748,1235.31,472.335,406.317,406.316,406.316,27.5187,-36.4805,117,155.146,1366.78,266.498,78.186,78.1861,78.1861,-14.4329,-6.088,-32.1693,11.3642,27.4394,96.4111,-10.03,-4.80608,115.237,187.456,1406.95,1295.18,82.3653,82.3653,82.3653,-1.36979,0,0,-1.41758,-0.263928,-14.92,-50.2027,-81.828,37.7987,342.773,1287.73,1849.26,179.871,179.871,179.871,24.7506,0,4.351e-012,17.5179,-58.0265,95.0023,279.556,1716.12,1026.57,438.919,438.919,438.919,37.6365,-52.02,81.8554,352.262,1625.98,566,234.171,234.171,234.171,-57.9046,-4.62108,-7.55255,164.66,-2.32078,-34.6228,379.54,1509.58,2521.55,204.427,204.427,204.427,137.903,66.3976,-20.3752,353.684,1428.1,2096.24,284.295,284.295,284.295,20.6964,11.2561,-10.8754,43.8017,-30.0883,-4.27523,80.9984,19.1081,21.0781,-7.09938,-3.83332,44.2289,1.08747,9.27144,25.4448,146.503,76.2417,10.1691,297.513,1470.08,2338.51,234.562,234.562,234.562,31.8145,146.69,-101.662,-14.8441,-5.18471,-3.96128,-27.2501,23.2511,95.9692,314.129,1495.59,664.264,406.344,406.344,406.344,37.6365,-52.0201,81.8554,362.521,1691.53,524.886,78.0572,78.0572,78.0573,-14.4329,6.088,32.1693,-25.391,27.2901,46.902,88.0899,156.967,24.5776,164.497,1308.78,1837.91,192.514,192.514,192.514
240,0,175.707,1379.69,1424.53,175.707,1379.69,0,9.31504,-23.3638,76.4081,165.745,1204.42,1952.91,209.152,209.152,209.152,-40.6249,0,0,-43.3417,1.0393,18.4406,33.6399,75.2776,128.943,46.9481,1179.81,1747.9,205.277,205.277,205.277,59.1698,1.59028e-015,4.2524e-012,4.76305,24.2026,118.468,121.425,1321.89,889.95,441.057,441.056,441.056,28.613,-36.6849,118.375,158.792,1336.46,331.616,234.558,234.558,234.558,-37.8342,31.7509,-6.09384,65.5577,-113.268,127.413,-165.64,1585.6,1452.07,163.665,163.665,163.665,25.0336,-70.7553,257.712,-38.5535,1219.93,1526.72,240.501,240.501,240.501,20.547,-11.2263,10.4103,-3.05489,-26.5283,-5.67447,6.30493,21.363,-7.2,-6.66373,4.05825,-44.4557,1.34641,-9.29792,-26.3327,-79.3205,-143.232,177.85,-79.033,1446.8,1447.78,226.542,226.542,226.542,10.6234,25.1332,32.2938,-15.3123,5.53384,3.70906,-14.2626,6.57384,129.958,181.393,1251.8,474.888,405.977,405.977,405.977,28.613,-36.6849,118.375,150.492,1384.15,270.214,78.1861,78.1861,78.186,-14.7152,-5.975,-32.9353,10.623,27.8151,95.4711,-10.2853,-4.49604,116.139,186.36,1419.46,1297.71,82.3652,82.3654,82.3653,-3.34894,0,0,-3.44811,-0.187132,-13.7664,-49.5597,-82.2136,37.9801,343.176,1300.94,1851.77,179.968,179.968,179.968,24.6245,-3.18055e-015,-2.43312e-012,16.2989,-56.4024,96.4739,276.671,1719.76,1017.98,439.104,439.104,439.104,38.1628,-51.582,83.7527,352.256,1642.08,550.585,234.172,234.172,234.172,-57.7007,-5.8614,-6.15439,167.152,-3.37236,-30.7074,369.11,1512.39,2531.06,204.415,204.415,204.415,137.409,68.2758,-20.0894,352.065,1439.49,2099.48,283.965,283.965,283.965,20.547,11.2263,-10.4103,41.9555,-29.7172,-4.79234,76.9503,19.4969,19.4992,-6.66373,-4.05825,44.4557,1.34641,9.29792,26.3327,146.111,78.151,10.2028,296.333,1478.88,2343,235.202,235.202,235.202,31.6262,146.815,-102.418,-15.3123,-5.53384,-3.70906,-26.6072,21.194,96.8568,317.808,1511.13,649.464,406.261,406.261,406.261,38.1628,-51.582,83.7526,360.625,1707.68,509.116,78.0571,78.0572,78.0572,-14.7152,5.975,32.9353,-21.4673,26.4889,50.6614,87.0806,157.626,24.9173,164.601,1320.24,1840.49,192.623,192.623,192.623
241,0,175.331,1391.21,1424.56,175.331,1391.21,0,9.19918,-23.332,76.9448,166.717,1216.03,1954.41,209.152,209.152,209.152,-40.6697,0,0,-43.4585,1.04728,18.6536,33.1763,75.6149,129.727,49.1165,1189.79,1749,205.371,205.372,205.371,57.6868,0,1.20225e-012,4.87469,24.3339,119.655,120.707,1334.08,891.802,440.684,440.684,440.684,29.4743,-36.8583,119.67,155.912,1353.13,333.677,234.558,234.558,234.558,-38.0673,32.9038,-7.03288,66.9418,-110.364,131.22,-173.795,1584.26,1435.03,163.615,163.615,163.615,27.0712,-68.8644,258.973,-36.2397,1225.58,1525.93,241.509,241.509,241.509,20.4728,-11.1665,9.89213,-2.59857,-26.5056,-5.89479,6.1259,21.5575,-7.67238,-6.32341,4.23325,-44.6769,1.51148,-9.32544,-27.2373,-76.7168,-143.062,181.828,-82.106,1448.78,1437.92,227.173,227.173,227.173,9.7151,25.4996,32.3905,-15.6628,5.83668,3.50023,-13.9853,6.15192,131.591,180.795,1268.17,476.395,405.663,405.663,405.663,29.4743,-36.8584,119.67,146.339,1400.97,272.585,78.1861,78.1862,78.1862,-14.9623,-5.86027,-33.7336,9.81986,28.2221,94.4436,-10.4815,-4.27627,117.051,185.215,1431.93,1299.19,82.3653,82.3654,82.3652,-5.24656,0,0,-5.36741,-0.0816693,-12.1636,-48.922,-82.5999,38.2124,343.473,1314.37,1853.23,180.023,180.023,180.023,24.5787,1.59028e-015,4.87579e-012,15.0658,-54.8131,97.9534,273.884,1723,1008.93,439.147,439.147,439.147,38.9476,-51.1365,85.677,351.642,1658.88,535.171,234.172,234.172,234.172,-57.6155,-7.09225,-4.58054,169.449,-4.15897,-26.9654,358.576,1515.4,2538,203.768,203.768,203.768,136.877,70.1616,-19.8072,350.38,1451.14,2101.71,283.719,283.72,283.719,20.4728,11.1665,-9.89213,40.0537,-29.3068,-5.28243,72.827,19.8184,17.5763,-6.32341,-4.23325,44.6769,1.51148,9.32544,27.2373,145.699,80.1041,10.3296,294.979,1487.66,2346.41,235.786,235.786,235.786,31.3981,146.942,-103.165,-15.6628,-5.83668,-3.50023,-25.9116,18.9912,97.4976,321.41,1527.15,634.4,406.096,406.096,406.095,38.9475,-51.1365,85.6769,357.876,1724.59,493.498,78.057,78.0572,78.0571,-14.9623,5.86027,33.7336,-17.935,25.4786,54.055,86.0103,158.291,25.2091,164.648,1331.82,1842.04,192.698,192.697,192.697
242,0,174.944,1402.72,1423.61,174.944,1402.72,0,9.15624,-23.3283,77.5223,167.784,1227.72,1954.8,209.152,209.152,209.153,-40.746,0,0,-43.5945,1.0533,18.8141,32.6632,75.9916,130.504,51.3557,1199.82,1749.1,205.441,205.441,205.441,56.2034,-1.59028e-015,3.33958e-012,4.9907,24.4101,120.798,120.052,1346.58,892.564,440.267,440.267,440.267,30.2442,-36.9577,120.854,153.085,1369.41,334.596,234.558,234.558,234.558,-38.2164,33.9474,-7.89764,68.3199,-107.36,135.006,-181.495,1582.08,1417.31,163.583,163.583,163.583,29.1458,-67.0149,260.152,-33.8824,1231.34,1524.23,242.542,242.542,242.542,20.4693,-11.0748,9.32659,-2.18706,-26.483,-6.05809,6.01033,21.6797,-8.02612,-6.07451,4.35705,-44.8952,1.58749,-9.35019,-28.1501,-73.9705,-142.769,185.792,-84.9113,1450.44,1427.33,227.796,227.796,227.796,8.89097,25.8675,32.5246,-15.8994,6.09634,3.34087,-13.7234,5.78235,133.058,180.07,1284.36,476.872,405.375,405.375,405.374,30.2442,-36.9577,120.854,142.342,1417.32,273.749,78.1862,78.1861,78.1861,-15.175,-5.74535,-34.5616,8.94601,28.6266,93.3312,-10.6189,-4.14206,117.965,184.052,1444.34,1299.63,82.3653,82.3653,82.3653,-7.03897,0,0,-7.1533,0.043808,-10.2312,-48.2919,-82.9942,38.4994,343.66,1328.02,1853.67,180.037,180.037,180.037,24.6441,-3.18055e-015,4.51639e-013,13.8253,-53.2558,99.443,271.204,1725.92,999.404,439.059,439.059,439.059,39.9745,-50.6904,87.5829,350.418,1676.28,519.906,234.172,234.171,234.171,-57.645,-8.28024,-2.86332,171.591,-4.69121,-23.406,348.027,1518.49,2542.43,202.555,202.556,202.556,136.314,72.0212,-19.5243,348.621,1463.06,2102.91,283.521,283.521,283.521,20.4693,11.0748,-9.32659,38.1098,-28.849,-5.73316,68.6548,20.0626,15.3915,-6.07451,-4.35705,44.8952,1.58749,9.35019,28.1501,145.281,82.0784,10.5949,293.36,1496.36,2348.65,236.279,236.279,236.279,31.1368,147.068,-103.877,-15.8994,-6.09634,-3.34087,-25.1505,16.6957,97.9564,324.855,1543.62,619.205,405.834,405.834,405.834,39.9745,-50.6904,87.5829,354.317,1742.14,478.185,78.0572,78.0572,78.0571,-15.175,5.74535,34.5616,-14.8059,24.331,57.072,84.8828,158.957,25.4546,164.636,1343.5,1842.52,192.739,192.739,192.739
243,0,174.557,1414.19,1421.7,174.557,1414.19,0,9.18243,-23.3472,78.1364,168.935,1239.48,1954.09,209.152,209.152,209.152,-40.7983,0,0,-43.6595,1.05413,18.8363,32.1045,76.4047,131.276,53.6598,1209.89,1748.18,205.489,205.488,205.489,54.7287,-1.59028e-015,4.29534e-012,5.10663,24.4402,121.876,119.459,1359.31,892.253,439.802,439.802,439.802,31.0425,-36.9473,121.911,150.146,1385.32,334.458,234.558,234.558,234.558,-38.3116,34.844,-8.77718,69.665,-104.253,138.766,-188.664,1579.14,1398.96,163.565,163.565,163.566,31.2494,-65.204,261.263,-31.4677,1237.21,1521.6,243.58,243.58,243.58,20.5294,-10.9495,8.71942,-1.815,-26.4608,-6.15418,5.95007,21.7479,-8.24926,-5.90857,4.43066,-45.1104,1.59003,-9.36967,-29.0635,-71.0986,-142.366,189.721,-87.4429,1451.8,1416.04,228.418,228.418,228.418,8.14301,26.2364,32.6845,-16.0378,6.32031,3.23104,-13.4883,5.45496,134.332,179.323,1300.32,476.331,405.117,405.117,405.117,31.0425,-36.9474,121.911,138.216,1433.23,273.827,78.1861,78.1862,78.1861,-15.3559,-5.63118,-35.415,8.00225,28.9983,92.1421,-10.7048,-4.07871,118.874,182.906,1456.73,1299.03,82.3653,82.3654,82.3653,-8.71746,0,0,-8.80594,0.180639,-8.09703,-47.6705,-83.401,38.8455,343.734,1341.89,1853.07,180.01,180.01,180.01,24.8336,-1.59028e-015,-3.24417e-012,12.5882,-51.7308,100.943,268.628,1728.61,989.414,438.857,438.856,438.856,41.2046,-50.2469,89.4478,348.612,1694.12,504.896,234.172,234.172,234.171,-57.7697,-9.41215,-1.03807,173.635,-5.0567,-20.0138,337.562,1521.54,2544.5,200.935,200.935,200.935,135.749,73.7897,-19.2381,346.819,1475.26,2103.03,283.333,283.333,283.333,20.5294,10.9495,-8.71942,36.1526,-28.3425,-6.13024,64.4684,20.2174,13.038,-5.90857,-4.43066,45.1104,1.59003,9.36967,29.0635,144.883,84.01,11.0226,291.458,1504.99,2349.63,236.665,236.665,236.665,30.8467,147.182,-104.503,-16.0378,-6.32031,-3.23104,-24.3205,14.3599,98.3074,328.072,1560.45,604.002,405.47,405.47,405.47,41.2045,-50.2469,89.4478,350.026,1760.14,463.273,78.0572,78.0572,78.0571,-15.3559,5.63118,35.415,-12.0379,23.1135,59.7452,83.7049,159.621,25.6574,164.568,1355.27,1841.93,192.749,192.749,192.749
244,0,174.179,1425.65,1418.8,174.179,1425.65,0,9.27228,-23.3821,78.7838,170.155,1251.33,1952.3,209.152,209.152,209.152,-40.7925,0,0,-43.6035,1.04839,18.6834,31.5064,76.8495,132.041,56.0214,1220,1746.23,205.516,205.516,205.516,53.2726,0,-8.44437e-013,5.22124,24.4349,122.881,118.92,1372.22,890.876,439.285,439.285,439.286,31.9388,-36.8165,122.837,147.013,1400.91,333.317,234.558,234.558,234.558,-38.3762,35.5817,-9.72219,70.9546,-101.055,142.49,-195.237,1575.51,1380.04,163.557,163.557,163.557,33.3748,-63.4268,262.319,-28.9804,1243.18,1518.05,244.603,244.603,244.603,20.644,-10.7894,8.07626,-1.46838,-26.4379,-6.18,5.93411,21.781,-8.34899,-5.81404,4.45672,-45.321,1.54257,-9.38354,-29.97,-68.1207,-141.871,193.596,-89.6939,1452.9,1404.09,229.041,229.041,229.04,7.46034,26.6055,32.8578,-16.103,6.5192,3.16703,-13.284,5.15811,135.413,178.621,1316.06,474.765,404.895,404.895,404.896,31.9388,-36.8165,122.837,133.81,1448.75,272.903,78.186,78.1861,78.1861,-15.5097,-5.5181,-36.2889,6.99782,29.313,90.8892,-10.7545,-4.06367,119.773,181.806,1469.06,1297.36,82.3654,82.3653,82.3654,-10.2852,0,0,-10.3402,0.321217,-5.88058,-47.0574,-83.8224,39.2537,343.699,1355.97,1851.42,179.942,179.942,179.942,25.1353,1.59028e-015,-1.09411e-012,11.3701,-50.2426,102.452,266.145,1731.18,978.984,438.553,438.552,438.553,42.5842,-49.8039,91.2673,346.266,1712.23,490.207,234.172,234.172,234.172,-57.9578,-10.4903,0.860469,175.641,-5.38492,-16.7697,327.296,1524.49,2544.42,199.094,199.094,199.094,135.201,75.4235,-18.9504,345.003,1487.73,2102.01,283.122,283.122,283.122,20.644,10.7894,-8.07626,34.2227,-27.793,-6.46065,60.3122,20.2693,10.6138,-5.81404,-4.45672,45.321,1.54257,9.38354,29.97,144.518,85.8482,11.5992,289.323,1513.63,2349.28,236.942,236.942,236.942,30.5345,147.275,-105.008,-16.103,-6.5192,-3.16703,-23.4285,12.0322,98.6239,331.003,1577.55,588.907,405.016,405.016,405.016,42.5842,-49.8039,91.2673,345.094,1778.39,448.798,78.0571,78.0572,78.0571,-15.5097,5.5181,36.2889,-9.5428,21.8851,62.158,82.4851,160.281,25.8242,164.448,1367.11,1840.26,192.729,192.729,192.729
245,0,173.815,1437.1,1414.93,173.815,1437.1,0,9.41866,-23.4265,79.4612,171.433,1263.25,1949.42,209.152,209.152,209.153,-40.7216,0,0,-43.429,1.03705,18.3804,30.8766,77.3193,132.801,58.4329,1230.16,1743.24,205.527,205.527,205.527,51.8443,-1.59028e-015,3.74033e-012,5.33527,24.4047,123.811,118.421,1385.25,888.437,438.722,438.722,438.722,32.9393,-36.5901,123.646,143.702,1416.23,331.186,234.558,234.558,234.558,-38.429,36.1807,-10.733,72.1763,-97.7831,146.166,-201.16,1571.24,1360.62,163.55,163.55,163.55,35.5177,-61.6774,263.331,-26.4057,1249.23,1513.55,245.596,245.596,245.596,20.8031,-10.5944,7.40232,-1.12883,-26.4113,-6.13978,5.94578,21.7954,-8.35858,-5.7775,4.43932,-45.5238,1.47253,-9.39336,-30.8618,-65.0566,-141.304,197.399,-91.6584,1453.75,1391.5,229.661,229.662,229.661,6.83058,26.9753,33.0323,-16.1253,6.7055,3.14337,-13.104,4.87986,136.329,177.971,1331.62,472.153,404.716,404.715,404.715,32.9393,-36.5902,123.646,129.141,1463.98,271.008,78.1861,78.1861,78.1862,-15.6421,-5.40603,-37.1779,5.94914,29.5556,89.5894,-10.7859,-4.07116,120.656,180.779,1481.35,1294.61,82.3653,82.3654,82.3654,-11.7513,0,0,-11.776,0.459462,-3.68349,-46.4512,-84.258,39.7254,343.561,1370.24,1848.72,179.837,179.837,179.837,25.517,0,3.2378e-012,10.1899,-48.7998,103.959,263.74,1733.76,968.15,438.157,438.157,438.157,44.0555,-49.353,93.0487,343.43,1730.4,475.863,234.172,234.172,234.172,-58.1708,-11.5257,2.80136,177.649,-5.79299,-13.6724,317.372,1527.37,2542.35,197.211,197.211,197.211,134.669,76.9275,-18.6658,343.174,1500.48,2099.82,282.862,282.862,282.862,20.8031,10.5944,-7.40232,32.3672,-27.2133,-6.71565,56.2407,20.2068,8.21679,-5.7775,-4.43932,45.5238,1.47253,9.39336,30.8618,144.178,87.587,12.2773,287.04,1522.42,2347.55,237.111,237.111,237.111,30.2116,147.342,-105.398,-16.1253,-6.7055,-3.14337,-22.4905,9.75632,98.9707,333.598,1594.82,574.015,404.494,404.493,404.493,44.0555,-49.353,93.0488,339.616,1796.64,434.746,78.0572,78.0572,78.0572,-15.6421,5.40603,37.1779,-7.21976,20.6905,64.4194,81.2325,160.934,25.9627,164.288,1378.99,1837.51,192.682,192.682,192.682
