Model Outputs
100
,,HJX:CentreOfMass,,,HJX:CentreOfMassFloor,,,HJX:HED,,,,,,,,,HJX:LAbsAnkleAngle,,,HJX:LAnkleAngles,,,HJX:LCL,,,,,,,,,HJX:LElbowAngles,,,HJX:LFE,,,,,,,,,HJX:LFO,,,,,,,,,HJX:LFootProgressAngles,,,HJX:LHN,,,,,,,,,HJX:LHU,,,,,,,,,HJX:LHeadAngles,,,HJX:LHipAngles,,,HJX:LKneeAngles,,,HJX:LNeckAngles,,,HJX:LPelvisAngles,,,HJX:LRA,,,,,,,,,HJX:LShoulderAngles,,,HJX:LSpineAngles,,,HJX:LTI,,,,,,,,,HJX:LTO,,,,,,,,,HJX:LThoraxAngles,,,HJX:LWristAngles,,,HJX:PEL,,,,,,,,,HJX:RAbsAnkleAngle,,,HJX:RAnkleAngles,,,HJX:RCL,,,,,,,,,HJX:RElbowAngles,,,HJX:RFE,,,,,,,,,HJX:RFO,,,,,,,,,HJX:RFootProgressAngles,,,HJX:RHN,,,,,,,,,HJX:RHU,,,,,,,,,HJX:RHeadAngles,,,HJX:RHipAngles,,,HJX:RKneeAngles,,,HJX:RNeckAngles,,,HJX:RPelvisAngles,,,HJX:RRA,,,,,,,,,HJX:RShoulderAngles,,,HJX:RSpineAngles,,,HJX:RTI,,,,,,,,,HJX:RTO,,,,,,,,,HJX:RThoraxAngles,,,HJX:RWristAngles,,,HJX:TRX,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
192,0,0,0,0,0,0,0,44.7386,-46.07,89.2607,173.581,906.274,1568.33,201.728,201.728,201.728,1.87516,0,0,2.30711,-2.91301,35.6244,60.015,110.314,112.337,74.2641,932.086,1518.1,146.798,146.798,146.798,92.3775,0,-3.22826e-012,14.0996,6.40285,97.5197,57.1712,1145.9,513.692,553.318,553.318,553.318,45.9308,-45.2128,85.4028,45.0746,1074.96,80.0542,258.305,258.305,258.305,-57.8938,3.1039,-2.21667,43.8796,-132.073,-105.861,82.4935,811.867,1863.03,191.245,191.245,191.245,-80.9555,-213.22,40.6435,-76.339,1061.68,1656.07,241.894,241.894,241.894,57.1011,2.82105,-6.86236,-0.0926745,-9.09097,1.65799,39.8336,7.07922,-23.6968,-45.2865,-1.31057,-7.32849,-5.51464,4.13224,-9.01312,-50.5451,-135.306,-17.9286,11.5538,982.119,1812.46,182.508,182.508,182.508,50.3163,139.73,-119.295,-4.60778,9.7031,4.77046,-20.1811,36.824,123.781,68.0346,929.642,192.128,387.67,387.67,387.669,45.9309,-45.2129,85.4029,41.7443,1147.84,34.3263,86.1016,86.1017,86.1017,-12.3122,-4.17754,-14.1776,35.5354,24.9633,95.9791,7.63747,-1.71707,99.0793,189.751,1109.82,1050.92,14.6705,14.6704,14.6703,-0.643919,0,0,-0.692704,-2.0592,21.6332,-75.3335,-74.3455,21.6351,287.66,976.353,1541.87,149.541,149.541,149.541,127.304,0,-2.22162e-012,-4.2642,-15.6025,82.4788,326.717,1174.86,503.389,565.912,565.912,565.912,47.5528,-34.6205,87.9262,334.276,1083.09,82.6697,251.256,251.256,251.256,-52.0717,-0.872002,9.22697,201.077,-151.945,-126.688,257.165,926.94,1750.24,124.782,124.782,124.782,112.091,64.9907,-63.4709,402.055,1237.28,1689.98,321.098,321.098,321.098,57.1011,-2.82105,6.86236,-1.66058,-17.3457,-15.6085,44.0676,2.2443,1.28693,-45.2865,1.31057,7.32849,-5.51464,-4.13224,9.01312,151.558,100.216,102.734,291.303,1037.79,1796.25,234.091,234.091,234.091,50.6353,113.278,-101.176,-4.60778,-9.7031,-4.77046,-32.9444,22.4349,75.7377,346.497,951.985,205.251,372.761,372.762,372.762,47.5528,-34.6205,87.9261,320.847,1148.3,31.8555,83.752,83.7521,83.7522,-12.3122,4.17754,14.1776,47.6798,6.66376,155.59,113.142,144.106,19.6968,162.453,1048.52,1503.44,148.169,148.169,148.169
193,0,0,0,0,0,0,0,44.6506,-45.7613,89.2141,173.353,907.016,1580.31,201.728,201.728,201.728,-3.09547,0,0,-3.86974,-3.0127,36.8574,59.7265,110.442,112.461,73.9525,933.05,1530.35,146.525,146.525,146.525,91.5174,0,-2.57625e-013,13.7247,7.30821,97.8027,54.1586,1138.27,525.944,553.581,553.581,553.581,42.2033,-44.8818,89.7605,45.1256,1071.79,77.7012,258.305,258.305,258.305,-54.794,7.15753,-1.88395,44.2748,-132.954,-104.482,82.7101,815.624,1881.36,192.025,192.025,192.025,-80.394,-213.069,41.1525,-75.8936,1063.05,1668.78,241.903,241.903,241.903,56.8621,2.86959,-6.70539,-0.491492,-9.49055,1.42789,37.2822,7.83536,-24.5772,-45.0828,-1.50028,-7.56244,-5.12785,4.08085,-9.12061,-50.8827,-135.859,-17.1748,11.4353,985.463,1827.06,182.951,182.951,182.951,50.5056,140.247,-119.443,-4.94041,9.77182,4.79498,-19.0428,35.0224,125.307,65.7343,933.223,198.45,386.563,386.563,386.563,42.2033,-44.8818,89.7605,42.295,1142.1,28.0888,86.1017,86.1017,86.1017,-12.285,-4.19698,-14.3454,35.2601,24.8201,95.8521,7.30872,-1.4277,99.1828,189.391,1110.38,1063.33,14.6705,14.6704,14.6705,-4.39181,0,0,-4.78522,-2.18044,23.3717,-75.2561,-74.368,21.8057,286.75,977.887,1554.1,149.22,149.22,149.22,126.948,0,5.69637e-012,-5.21631,-15.1984,82.7613,329.135,1166.98,515.359,566.082,566.082,566.082,46.3125,-32.5823,86.9376,335.25,1081.62,83.4627,251.256,251.256,251.256,-50.2575,0.515725,9.08589,201.063,-150.852,-127.249,256.963,930.024,1764.95,123.485,123.485,123.485,111.74,65.3249,-63.2472,399.26,1239.97,1702.2,321.372,321.372,321.371,56.8621,-2.86959,6.70539,-2.23039,-17.4939,-15.5788,41.4088,3.45881,-0.679966,-45.0828,1.50028,7.56244,-5.12785,-4.08085,9.12061,151.514,100.988,102.056,289.992,1040.1,1810.13,234.425,234.425,234.425,50.8473,113.364,-101.402,-4.94041,-9.77182,-4.79498,-31.3817,20.7452,74.24,347.42,954.746,210.418,371.975,371.975,371.975,46.3125,-32.5823,86.9376,322.024,1145.22,30.5886,83.7521,83.7521,83.7521,-12.285,4.19698,14.3454,47.8855,6.66652,155.61,112.902,144.232,19.6859,161.587,1049.59,1515.89,147.872,147.872,147.872
194,0,0,0,0,0,0,0,44.5427,-45.4235,89.1768,173.142,907.807,1592.45,201.728,201.728,201.728,-8.33453,0,0,-10.5641,-3.08728,37.7546,59.3972,110.586,112.573,73.7017,934.044,1542.74,146.194,146.194,146.194,90.4995,-3.18055e-015,-1.20225e-012,13.3783,8.17662,98.063,51.2201,1130.74,538.543,553.777,553.777,553.777,38.244,-44.3556,94.6083,45.3372,1068.14,75.6813,258.305,258.305,258.305,-51.4878,11.6439,-1.534,44.7969,-133.899,-102.848,83.2076,820.456,1900.78,192.881,192.882,192.882,-79.6564,-212.917,41.8358,-75.304,1064.62,1681.63,241.956,241.956,241.956,56.5917,2.9224,-6.54744,-0.783655,-9.87087,1.21727,34.7101,8.60199,-25.5655,-44.876,-1.69803,-7.80067,-4.67691,4.026,-9.23675,-51.272,-136.534,-16.2065,11.3803,989.598,1842.17,183.461,183.461,183.461,50.7171,140.818,-119.545,-5.30745,9.85258,4.81151,-17.8588,33.1475,126.872,63.3159,937.319,205.17,385.611,385.611,385.611,38.244,-44.3556,94.6083,43.0322,1135.49,22.0866,86.1017,86.1017,86.1017,-12.2302,-4.22087,-14.5189,35.0225,24.6288,95.7754,6.92995,-1.08537,99.2942,189.019,1110.64,1075.87,14.6705,14.6704,14.6704,-8.26149,0,0,-9.12143,-2.29588,24.9856,-75.1986,-74.3459,21.9696,285.784,979.358,1566.42,148.869,148.868,148.869,126.341,0,2.83865e-013,-6.09824,-14.833,83.025,331.412,1159.48,527.666,566.233,566.233,566.233,44.9428,-30.4133,85.6566,336.446,1080.19,84.6408,251.256,251.256,251.256,-48.3211,2.18254,8.88173,200.817,-149.515,-128.579,256.556,933.441,1780.24,122.596,122.596,122.596,111.399,65.5566,-62.9567,396.284,1242.69,1714.48,321.672,321.672,321.672,56.5917,-2.9224,6.54744,-2.66353,-17.6458,-15.5574,38.7999,4.59504,-2.75074,-44.876,1.69803,7.80067,-4.67691,-4.026,9.23675,151.424,101.777,100.979,288.358,1043.02,1825.08,234.812,234.812,234.812,51.0687,113.481,-101.567,-5.30745,-9.85258,-4.81151,-29.8168,19.0723,72.6804,348.46,958.008,216.136,371.394,371.394,371.394,44.9427,-30.4132,85.6565,323.515,1141.99,29.6172,83.7521,83.7521,83.7521,-12.2302,4.22087,14.5189,48.5452,6.72148,155.864,112.643,144.349,19.6423,160.725,1050.65,1528.47,147.531,147.531,147.531
195,0,0,0,0,0,0,0,44.4198,-45.0623,89.1476,172.951,908.66,1604.58,201.728,201.728,201.728,-13.6633,0,0,-17.496,-3.12611,38.2133,59.0211,110.757,112.678,73.5407,935.052,1555.12,145.811,145.811,145.811,89.3072,0,-6.40246e-012,13.0716,8.98238,98.303,48.4207,1123.52,551.279,553.914,553.914,553.914,34.237,-43.5988,99.7192,45.6672,1064.29,74.395,258.305,258.305,258.305,-48.1107,16.3468,-1.17424,45.4509,-134.896,-100.956,83.9808,826.409,1921.13,193.784,193.784,193.784,-78.7414,-212.755,42.662,-74.5407,1066.34,1694.5,242.061,242.061,242.061,56.2964,2.97988,-6.38919,-0.956537,-10.2222,1.02437,32.1775,9.35035,-26.6156,-44.6751,-1.90132,-8.04514,-4.17089,3.9677,-9.35884,-51.6997,-137.335,-15.0249,11.3979,994.496,1857.64,184.039,184.038,184.038,50.9372,141.459,-119.62,-5.69732,9.94191,4.82597,-16.6601,31.2329,128.42,60.8246,941.89,212.209,384.854,384.854,384.854,34.237,-43.5987,99.7192,43.9027,1128.38,16.9175,86.1017,86.1017,86.1016,-12.145,-4.24794,-14.7003,34.8197,24.3925,95.743,6.50869,-0.696768,99.4106,188.639,1110.58,1088.39,14.6704,14.6704,14.6705,-12.1365,0,0,-13.5721,-2.3977,26.3748,-75.1642,-74.2756,22.1137,284.759,980.746,1578.68,148.486,148.486,148.486,125.366,0,1.537e-012,-6.88898,-14.513,83.2586,333.478,1152.53,540.092,566.37,566.37,566.37,43.4897,-28.2183,84.1197,337.837,1078.91,86.3355,251.256,251.256,251.256,-46.341,4.07148,8.61984,200.122,-147.884,-130.977,255.965,937.107,1796.21,122.342,122.342,122.342,111.103,65.6965,-62.579,393.102,1245.26,1726.79,321.932,321.932,321.931,56.2964,-2.97988,6.38919,-2.9499,-17.7955,-15.551,36.2926,5.61742,-4.83017,-44.6751,1.90132,8.04514,-4.17089,-3.9677,9.35884,151.318,102.563,99.3686,286.403,1046.66,1841.36,235.182,235.182,235.182,51.2789,113.679,-101.704,-5.69732,-9.94191,-4.82597,-28.279,17.4574,71.1334,349.596,961.718,222.319,371.008,371.008,371.008,43.4897,-28.2183,84.1197,325.285,1138.82,29.1692,83.7521,83.7521,83.7521,-12.145,4.24794,14.7003,49.7865,6.86458,156.449,112.362,144.461,19.5613,159.876,1051.71,1541.04,147.149,147.149,147.149
196,0,0,0,0,0,0,0,44.287,-44.6828,89.1243,172.779,909.588,1616.55,201.728,201.728,201.727,-18.8623,0,0,-24.2908,-3.12462,38.1957,58.5922,110.967,112.781,73.4957,936.055,1567.33,145.383,145.383,145.383,87.927,-3.18055e-015,4.47822e-012,12.8141,9.70353,98.5285,45.8115,1116.8,563.928,554.004,554.004,554.004,30.4183,-42.617,104.779,45.9825,1060.66,74.2083,258.305,258.305,258.305,-44.8357,20.9711,-0.827871,46.2342,-135.938,-98.799,85.0047,833.537,1942.26,194.699,194.699,194.699,-77.6481,-212.579,43.6014,-73.5776,1068.17,1707.29,242.225,242.225,242.225,55.9826,3.04244,-6.23036,-1.00571,-10.5372,0.844955,29.7454,10.0536,-27.6748,-44.4886,-2.1089,-8.29825,-3.62378,3.90633,-9.48414,-52.1505,-138.268,-13.631,11.4948,1000.13,1873.34,184.686,184.686,184.686,51.1534,142.184,-119.686,-6.09379,10.0359,4.84479,-15.4791,29.3181,129.898,58.3134,946.853,219.47,384.305,384.305,384.305,30.4184,-42.617,104.779,44.7384,1121.36,13.1572,86.1016,86.1017,86.1017,-12.0274,-4.27737,-14.8918,34.6468,24.1185,95.7449,6.05474,-0.274409,99.5277,188.254,1110.2,1100.7,14.6704,14.6704,14.6704,-15.8895,0,0,-17.973,-2.47957,27.4682,-75.1559,-74.1553,22.224,283.666,982.027,1590.71,148.074,148.074,148.074,123.885,3.18055e-015,-8.74653e-015,-7.57144,-14.2431,83.4523,335.265,1146.24,552.409,566.501,566.501,566.501,42.0168,-26.1161,82.4157,339.376,1077.94,88.6612,251.256,251.256,251.256,-44.4084,6.07796,8.31486,198.844,-145.918,-134.345,255.214,940.936,1813.28,122.912,122.912,122.912,110.891,65.7606,-62.0913,389.686,1247.46,1739.12,322.058,322.058,322.058,55.9826,-3.04244,6.23036,-3.08841,-17.9373,-15.566,33.9346,6.49767,-6.81787,-44.4886,2.1089,8.29825,-3.62378,-3.90633,9.48414,151.226,103.31,97.0727,284.144,1051.19,1859.26,235.444,235.444,235.444,51.4535,114.017,-101.86,-6.09379,-10.0359,-4.84479,-26.7977,15.9348,69.6762,350.798,965.796,228.862,370.788,370.788,370.788,42.0168,-26.1162,82.4158,327.264,1135.93,29.4601,83.7521,83.7521,83.7521,-12.0274,4.27737,14.8918,51.6186,7.14555,157.413,112.056,144.568,19.4393,159.046,1052.78,1553.43,146.728,146.728,146.728
197,0,0,0,0,0,0,0,44.149,-44.289,89.1041,172.621,910.601,1628.21,201.727,201.728,201.727,-23.7069,0,0,-30.5598,-3.08625,37.7424,58.1057,111.225,112.888,73.5884,937.032,1579.23,144.916,144.916,144.916,86.3508,3.18055e-015,-5.43875e-013,12.6134,10.3231,98.7475,43.4283,1110.74,576.264,554.063,554.063,554.062,27.0268,-41.4722,109.462,46.0813,1057.71,75.3367,258.305,258.305,258.305,-41.8401,25.2158,-0.53484,47.1355,-137.016,-96.3747,86.235,841.887,1963.98,195.59,195.589,195.589,-76.3781,-212.38,44.6284,-72.3935,1070.03,1719.88,242.451,242.451,242.451,55.6564,3.11031,-6.06987,-0.935398,-10.8108,0.672874,27.4725,10.6893,-28.6866,-44.3234,-2.32077,-8.56279,-3.05375,3.84277,-9.61012,-52.6078,-139.333,-12.0269,11.6743,1006.48,1889.11,185.407,185.407,185.407,51.3555,143.003,-119.756,-6.47734,10.131,4.87448,-14.3471,27.4466,131.259,55.841,952.089,226.843,383.953,383.953,383.953,27.0268,-41.4722,109.462,45.2776,1115.14,11.1929,86.1017,86.1017,86.1017,-11.8762,-4.30899,-15.0954,34.4961,23.8173,95.7669,5.58268,0.16817,99.6448,187.868,1109.5,1112.64,14.6705,14.6704,14.6703,-19.3943,0,0,-22.1431,-2.53809,28.2367,-75.1762,-73.986,22.2872,282.497,983.18,1602.39,147.633,147.633,147.633,121.752,3.18055e-015,-2.87125e-012,-8.13357,-14.0257,83.5985,336.723,1140.7,564.398,566.63,566.63,566.63,40.5991,-24.2198,80.6728,340.997,1077.47,91.687,251.256,251.256,251.256,-42.6169,8.06482,7.98819,197.139,-143.702,-137.79,254.262,944.851,1832.32,124.362,124.362,124.362,110.808,65.771,-61.4705,386.005,1249.06,1751.51,321.94,321.94,321.94,55.6564,-3.11031,6.06987,-3.08714,-18.0652,-15.6075,31.7678,7.21712,-8.61953,-44.3234,2.32077,8.56279,-3.05375,-3.84277,9.61012,151.174,103.969,93.939,281.614,1056.8,1879.06,235.509,235.509,235.509,51.564,114.56,-102.087,-6.47734,-10.131,-4.87448,-25.4007,14.5298,68.3804,352.027,970.142,235.641,370.684,370.684,370.684,40.5991,-24.2198,80.6728,329.358,1133.63,30.6521,83.7521,83.7521,83.7521,-11.8762,4.30899,15.0954,53.8428,7.61073,158.677,111.721,144.673,19.2747,158.24,1053.85,1565.48,146.275,146.275,146.274
198,0,0,0,0,0,0,0,44.0095,-43.8844,89.0839,172.474,911.703,1639.42,201.727,201.728,201.728,-28.005,0,0,-35.9883,-3.02104,36.9588,57.5578,111.54,113.004,73.8338,937.957,1590.67,144.418,144.418,144.418,84.5769,0,-3.05333e-012,12.4748,10.8297,98.9696,41.2927,1105.44,588.075,554.108,554.108,554.108,24.2503,-40.2744,113.511,45.7623,1055.84,77.7935,258.305,258.305,258.305,-39.2716,28.85,-0.341327,48.1357,-138.125,-93.6819,87.6115,851.5,1986.09,196.423,196.423,196.423,-74.9361,-212.155,45.7216,-70.9737,1071.91,1732.13,242.743,242.743,242.743,55.3226,3.18327,-5.90603,-0.757789,-11.0404,0.501115,25.4112,11.2411,-29.5958,-44.1842,-2.53796,-8.84187,-2.482,3.77846,-9.73494,-53.0537,-140.529,-10.2159,11.9372,1013.5,1904.78,186.214,186.214,186.214,51.5358,143.922,-119.837,-6.8264,10.2239,4.92093,-13.293,25.6627,132.463,53.4684,957.447,234.206,383.762,383.762,383.762,24.2503,-40.2744,113.511,45.2494,1110.34,11.1387,86.1016,86.1017,86.1017,-11.6914,-4.34327,-15.3129,34.358,23.502,95.7907,5.10922,0.612691,99.7596,187.486,1108.5,1124.05,14.6704,14.6704,14.6704,-22.5391,0,0,-25.912,-2.57358,28.6974,-75.2268,-73.7715,22.2915,281.244,984.185,1613.56,147.167,147.167,147.167,118.824,0,-3.88266e-012,-8.56886,-13.8611,83.6929,337.814,1135.97,575.855,566.761,566.761,566.761,39.3148,-22.617,79.0314,342.629,1077.66,95.4174,251.256,251.256,251.256,-41.0507,9.88992,7.66458,195.681,-141.574,-139.432,252.941,948.825,1854.69,126.527,126.527,126.527,110.9,65.7543,-60.6949,382.037,1249.78,1764.01,321.459,321.459,321.459,55.3226,-3.18327,5.90603,-2.96256,-18.1746,-15.6788,29.8253,7.76756,-10.1584,-44.1842,2.53796,8.84187,-2.482,-3.77846,9.73494,151.179,104.468,89.8371,278.869,1063.69,1900.97,235.333,235.332,235.332,51.5774,115.372,-102.44,-6.8264,-10.2239,-4.92093,-24.1126,13.2586,67.3025,353.241,974.644,242.52,370.644,370.644,370.644,39.3148,-22.617,79.0315,331.459,1132.17,32.8218,83.7522,83.7521,83.7521,-11.6914,4.34327,15.3129,56.0104,8.28625,159.943,111.356,144.777,19.0679,157.458,1054.91,1577.05,145.792,145.792,145.792
199,0,0,0,0,0,0,0,43.871,-43.4713,89.0607,172.328,912.894,1650.07,201.727,201.728,201.728,-31.6196,0,0,-40.3843,-2.94175,35.984,56.947,111.919,113.134,74.2392,938.804,1601.51,143.897,143.897,143.897,82.6122,-3.18055e-015,-3.11694e-013,12.4004,11.2177,99.2037,39.4135,1100.97,599.171,554.158,554.158,554.158,22.1953,-39.1535,116.78,44.8941,1055.28,81.4248,258.305,258.305,258.305,-37.2288,31.7489,-0.2846,49.2078,-139.259,-90.7226,89.0626,862.393,2008.33,197.17,197.17,197.17,-73.3295,-211.899,46.865,-69.312,1073.74,1743.92,243.097,243.097,243.097,54.9845,3.26068,-5.73683,-0.492026,-11.2256,0.323203,23.6053,11.6992,-30.353,-44.0726,-2.7625,-9.13861,-1.93148,3.71524,-9.8575,-53.4689,-141.849,-8.2042,12.2813,1021.16,1920.16,187.118,187.118,187.118,51.69,144.941,-119.936,-7.11913,10.3124,4.9891,-12.3414,24.0079,133.481,51.2551,962.76,241.441,383.683,383.683,383.683,22.1953,-39.1535,116.78,44.4664,1107.37,12.8692,86.1017,86.1017,86.1017,-11.4749,-4.38136,-15.5456,34.2206,23.1868,95.7953,4.65329,1.04093,99.8704,187.111,1107.24,1134.78,14.6705,14.6704,14.6704,-25.2371,0,0,-29.1454,-2.58949,28.9026,-75.3075,-73.5193,22.2268,279.897,985.022,1624.12,146.68,146.68,146.68,114.984,-3.18055e-015,-6.00966e-012,-8.87683,-13.747,83.7358,338.522,1132.06,586.603,566.9,566.9,566.9,38.2342,-21.3592,77.6168,344.191,1078.62,99.7892,251.256,251.256,251.256,-39.7753,11.4329,7.36942,195.568,-140.071,-136.714,250.928,952.989,1882.21,128.986,128.986,128.986,111.213,65.7356,-59.7445,377.773,1249.37,1776.66,320.509,320.509,320.509,54.9845,-3.26068,5.73683,-2.73842,-18.2614,-15.7805,28.1296,8.15145,-11.3815,-44.0726,2.7625,9.13861,-1.93148,-3.71524,9.8575,151.235,104.713,84.6857,275.982,1072.04,1925.06,234.958,234.958,234.958,51.4565,116.509,-102.967,-7.11913,-10.3124,-4.9891,-22.9527,12.1296,66.4807,354.392,979.187,249.363,370.611,370.611,370.611,38.2342,-21.3591,77.6168,333.448,1131.76,35.9524,83.7521,83.7521,83.7521,-11.4749,4.38136,15.5456,57.4643,9.16535,160.676,110.958,144.879,18.8223,156.695,1055.96,1588.01,145.289,145.288,145.288
200,0,0,0,0,0,0,0,43.734,-43.051,89.0312,172.174,914.165,1660.03,201.727,201.728,201.728,-34.4727,0,0,-43.678,-2.86025,34.9561,56.2729,112.366,113.284,74.8032,939.544,1611.64,143.362,143.362,143.362,80.4724,0,-1.64753e-012,12.3892,11.487,99.4571,37.7899,1097.35,609.394,554.224,554.225,554.225,20.8873,-38.2271,119.222,43.4431,1056.09,85.9895,258.305,258.305,258.305,-35.76,33.8842,-0.383522,50.3192,-140.409,-87.5042,90.512,874.561,2030.45,197.812,197.812,197.812,-71.5692,-211.609,48.0483,-67.412,1075.51,1755.12,243.511,243.511,243.511,54.6438,3.34097,-5.56019,-0.16203,-11.3676,0.134934,22.0859,12.0603,-30.9188,-43.9868,-2.99653,-9.45636,-1.42483,3.6553,-9.97792,-53.8341,-143.279,-6.00096,12.7018,1029.4,1935.06,188.133,188.133,188.133,51.8178,146.057,-120.05,-7.33545,10.3947,5.08235,-11.5115,22.5182,134.295,49.2547,967.856,248.429,383.66,383.66,383.66,20.8874,-38.2271,119.222,42.8668,1106.4,16.122,86.1016,86.1017,86.1016,-11.23,-4.42485,-15.7946,34.0706,22.8859,95.7572,4.2324,1.43385,99.98,186.742,1105.75,1144.71,14.6705,14.6704,14.6705,-27.4327,0,0,-31.7604,-2.59121,28.9248,-75.4167,-73.2398,22.0866,278.452,985.679,1633.96,146.179,146.179,146.179,110.157,3.18055e-015,-9.30312e-013,-9.06293,-13.6795,83.7321,338.848,1128.95,596.497,567.048,567.048,567.048,37.412,-20.4599,76.5172,345.594,1080.41,104.686,251.256,251.256,251.256,-38.8317,12.6142,7.12678,197.646,-139.478,-127.232,247.799,957.865,1916.8,131.22,131.22,131.22,111.794,65.7304,-58.6009,373.227,1247.59,1789.52,319.022,319.022,319.022,54.6438,-3.34097,5.56019,-2.44357,-18.3234,-15.9099,26.6911,8.38052,-12.2639,-43.9868,2.99653,9.45636,-1.42483,-3.6553,9.97792,151.309,104.592,78.4833,273.04,1081.96,1951.19,234.554,234.554,234.554,51.1613,118.009,-103.695,-7.33545,-10.3947,-5.08235,-21.9343,11.1447,65.9325,355.436,983.653,256.033,370.541,370.541,370.541,37.412,-20.4599,76.5172,335.203,1132.52,39.9481,83.7521,83.7521,83.7521,-11.23,4.42485,15.7946,57.4579,10.1912,160.214,110.527,144.981,18.5436,155.942,1056.97,1598.22,144.77,144.77,144.77
201,0,0,0,0,0,0,0,43.5967,-42.6239,88.9929,171.997,915.501,1669.22,201.728,201.728,201.728,-36.538,0,0,-45.8913,-2.78529,33.9872,55.5375,112.881,113.459,75.5153,940.148,1620.97,142.821,142.821,142.821,78.1829,0,6.53286e-012,12.4366,11.6427,99.7329,36.4136,1094.56,618.628,554.317,554.318,554.318,20.2916,-37.5772,120.867,41.4597,1058.18,91.2317,258.305,258.305,258.305,-34.8707,35.2925,-0.637718,51.4325,-141.567,-84.0396,91.8848,887.958,2052.14,198.339,198.339,198.339,-69.6691,-211.283,49.2661,-65.2886,1077.19,1765.6,243.975,243.975,243.975,54.3003,3.42198,-5.37427,0.205613,-11.4693,-0.063861,20.8699,12.3262,-31.2693,-43.9211,-3.24221,-9.79805,-0.982826,3.60071,-10.0975,-54.1303,-144.802,-3.61963,13.1917,1038.17,1949.28,189.275,189.275,189.275,51.9223,147.261,-120.174,-7.45886,10.4699,5.20197,-10.8161,21.221,134.897,47.5101,972.575,255.064,383.643,383.643,383.643,20.2916,-37.5772,120.867,40.5014,1107.4,20.5944,86.1016,86.1017,86.1017,-10.9617,-4.4755,-16.0604,33.8938,22.6121,95.6526,3.86486,1.77634,100.089,186.38,1104.07,1153.75,14.6704,14.6704,14.6705,-29.1018,0,0,-33.7264,-2.58462,28.8398,-75.5502,-72.9457,21.8687,276.904,986.148,1643.01,145.672,145.672,145.672,104.339,0,-1.1291e-012,-9.13795,-13.6528,83.6923,338.813,1126.58,605.432,567.206,567.206,567.206,36.8827,-19.9031,75.7765,346.747,1082.98,109.96,251.256,251.256,251.256,-38.2368,13.4002,6.95775,201.469,-139.219,-109.788,243.181,964.676,1959.88,132.931,132.931,132.93,112.685,65.7346,-57.2477,368.44,1244.28,1802.6,316.989,316.989,316.989,54.3003,-3.42198,5.37427,-2.10963,-18.3596,-16.0613,25.5089,8.47415,-12.8099,-43.9211,3.24221,9.79805,-0.982826,-3.60071,10.0975,151.341,103.982,71.337,270.129,1093.44,1978.99,234.412,234.412,234.412,50.6514,119.879,-104.609,-7.45886,-10.4699,-5.20197,-21.0636,10.3015,65.6542,356.329,987.936,262.405,370.401,370.401,370.401,36.8827,-19.9031,75.7765,336.602,1134.43,44.661,83.7521,83.7521,83.7521,-10.9617,4.4755,16.0604,55.3154,11.2204,158.001,110.063,145.084,18.24,155.187,1057.93,1607.61,144.246,144.246,144.246
